id,sentiment,tweet
588,negative,كان ليها أسبابها .. كان ليا أسبابى كان للقدر أسباب كان نفسى أكمل آه كان نفسها جايز .. و أهو كل واحد ساب
594,negative,بيكفي تلعب بأعصابي.
595,positive,@nanaok1234 @mona123m98 روحى الهى اشوفك داكتورة قد الدنيا زى ما بترفعى من روحى المعنوية قادر يا كريم هههههههههههههههه
596,negative,حتي الاهلي خسر مفيش فايدة
598,positive,اعشق الجنس
600,neutral,#مش_هنكتب_اسامينا_وهنفولو_بعضينا ان الصراع الضمنى بين إشكاليات التواجد الحسى فﻻ بد من اعطاء الفولو http://t.co/BrwS1b0ZY8
601,negative,@mariam__aljaber @eslam_red انا عندى صداع رهيييييب ده اللى مبوظ مودى
603,neutral,الاهلي مغلوب 3
605,positive,@omarmassoud1991 و أنت طيب و بخير يا رب ^_^
607,positive,تحيه كبيره للاتحاد بجد فريق حلو اوي وبيلعبوا كوره جميله
608,positive,@EsamMasrawie الاتحاد سيد البلد لولولولوي
610,negative,احنا مكناش بنتكلم عليهم ولا بنجيب سيرتهم سواء خسرانين او كسبانين مبيفرقوش معانا اصلا بس كلامهم ع الزمالك ال خلانا نتكلم عليهم وهما خسرانين
612,positive,@AmanyAlhady معة على الحلوة والمرة هعة
615,negative,@cool_taaz ليييييييه كده يا اخى .يا اخى حرام عليك يا اخى  بصوت عبد العزيز :(
632,positive,الحمد لله ..و يبقي #الآهلى هوا فرحتنا وحياتنا و مفيش مشكله لما يبقي ف يوم سبب حزنى..بس دا ميمنعش انى فرحت كتير بسببه ع المره معاك يا #اهلى ♥
633,positive,ولـو وقـع لـيـة ألف قـومـة :) #الاهلى ♥
634,neutral,@albhire @wadiham101 بين الاوراق كنوز مخبئه لمن يبحث عنها
637,positive,#MinaAtta  ولعها واخربها يامينو ف اخر يوم ولما ترجع هاتولع اكتر  #عن_عشقى_للصوره_دى http://t.co/tFITZX5owR
640,positive,حجم الاتفاقيات اللي عقدتها القيادة المصرية مع القيادة الصينية مبشر ويفتح الشهية لمصر الجديدة بعيدا عن المزايدات السياسية لبتوع الليبرالية ..
651,positive,عالحلوة والمرة معاه
653,positive,ميلاد مجيد…. سوريانا http://t.co/8bxoJb9uxF
655,positive,@Mo3tazHosni مش لوحدك شوف التلفونات والضحك  بس ولا يهمنا الاهلى برضوا ف القلب وماتش ويتعوض باذن الله
661,neutral,@midoahm ماتش بكره هيحدد كتير واعتقد اول اختبار بس لازم برضوا منزودش ف الفرحه او لا قدر الله لو حصل حاجه نقفش لازم نعرف ان فريقنا ماشي كويس
663,positive,@ActionYaDawry مبارة ممتازة من حيث اللاعبين والمدربين والتكتيك والاثارة والجماهير وكان المباراة فى الدورى الانجليزى مجهود كبير للفريقين
664,negative,#زهقنا_من اي حد بيقول معلومه وغير بيها حياة ناس وهي غلط
665,neutral,@EslaMagdi وصحيح تتوقع ايه فى البوكسينج داى ؟
667,negative,#زهقنا_من شبكة #فودافون الي مش موجودة اساسا طول اليوم
668,neutral,@nora_samy10 @Shimaaelhamamsy @mina_team  ممكا اقابلكم ف مترو الجيزه او الشهدا
669,negative,المشكله ان العيب والتقصير مش مني هي اصلا المواد لا بتتفهم ولا بتتحفظ ✋
670,negative,@laial343498  احنا الجيل اللي شايب وهو شباب
681,positive,دايما إسمك في الذكريات دا إنت كيان المعجزات .. دا إنت الحياااااااااة @AlAhly
683,positive,@Mfaa5555 ونتى زى النور فى طبق بنور
684,negative,@laial343498  ولا أي حاجة أدى التويتر اهه انا قايم اذاكر انا ايه اللي مخليني فتحت انا مش عندي امتحان بكرة
687,positive,النهاردة في بطولة جديدة هتدخل دولاب بطولات نادي الزمالك
690,negative,الأخ الأهطل والأخت العبيطة اللى بتقول الزمالكاوية بيفرحو فى خسارة الأهلى اكتر ما بيفرحو عشان مكسب الزمالك !  نعم سيتك مين الاهلى ده اصلا !
691,negative,ده يوم أسود في تاريخنا... لازم نرد القلم ده مية
692,negative,@DaliaDentist @cool_taaz وانا وربنا عندى بااااااااطنه  :(
693,negative,كفايا يا جماعة أنتو لما بتصدقوا احااا مش كده والله كسم الاهلي ع الاتحاد ع الدوري المصري علي مصر علي الرياضة بشكل عام
694,negative,الزمالكاويه اللي بيزيطوا ان الاهلي اتغلب اتلموا بدل ما نردح وشكلكوا يبقي وحش اكتر ما هوا
695,negative,"""دائــمــاً نـعـرفُ #الحقيقة...ودَائـمــاً نــخــدعُ أنــفُـسـنـا بـكَـلـمـة \"""" #يمكن \"""""
698,neutral,@k444441 تم يا زميلى
699,negative,"""""""يا جدعان لو سمحتوا مش كل واحد عنده ميتين ام عقده نفسيه يروح داخل شاتم حد علي اسك ، ما هو يا تتعالجوا يا تنتحروا والله :D"""""""""
700,neutral,@Re_47095 هما ابتسام وعبدالسلام فين كلهم قاعدين بيحتفلو وهما مش قاعدين معاهم
701,neutral,تعريف(الفساد)تسخير المنصب العام من أجل الحصول على مصلحة أو منفعة خاصة يحميه الاستبداد والقمع ويحميه الجهل والتخلف أذا آمنت العقوبة أسئ الادب
704,neutral,"""""""\""""@zamalektoday: العميد «دبح» الأهلي: فاز فريق الاتحاد السكندري على نظيره الأهلي بنتيجة 4/1، في مباراتهما اليوم باستاد القاهرة ..."""""""""
706,neutral,@amina10000001 @nabilelhalfawy ده مفهوم الرياضه
708,positive,@bahrimaram1 قصدك على شاهين. لا و الله هو يغنى كل الالوان مش متمسك بلون غنائى واحد .. الحمد لله لمع فى كل الالوان مغربى جزائرى فرينش صينى ^^
718,negative,@AyaCrazy88 وليه نكون مع نفسنا لما ممكن ان احنا نتجمع كلنا التفكير الفردي عمره ما جاب نتيجة كويسه في النهاية . #زهقنا_من
720,neutral,@_Abo3amoodd بيسكروا؟
721,positive,@alharby1133 @Akhbarak_net يسعدك ياغالى..
723,neutral,سرعة البديهه و حسن التصرف المتلازمه الانجح و الاكثر ابهارا بنسبالي
725,negative,انا اللي من كتر ما اتقلي يا فاشل حاسيس اني فاشلت بجد
731,positive,#متضامن_مع_باسم_يوسف   الموقف الواحد والكلمه الوحده والاعلام الصح مثال لاحلى حاجه ف الاعلام عندنا  ربنا معاك http://t.co/WBVXtyOikt
732,negative,احنا جيل اللى شاب و هو شباب ...
733,negative,انا مازكرتش بجنيه النهارده  اعاااااااااااااااااااااااااا
736,negative,طلعان عين ابونا في الثانوية العامة دي
737,neutral,@etharmatter2 اوكي
742,positive,@marosoltan94  ميري قريصمص أحبيب قلبي! &lt;3 &lt;3 &lt;3  روح أفطر يلّا! :-P
745,positive,طول مانتي جنبي.. بلاقيكي تملي وش السعد عليا حبيبه قلبي.. ومعاكي ناقصني ايه؟
748,negative,ولا بايديه ولا كان بايدياا
750,positive,أنا بحب النوم أوى و بحب السرير و المخدة :D  ياااااه انه لاحساس عظيم :D  ها أنا قادمة يا سريرى  تصبحوا على سعادة و خير ^_^
752,neutral,ممكن نتعرف على بنوته
757,neutral,اقرار ل محمد منير $#  #3alahwa
758,negative,- العشّق زين بس الهموم سباقه
764,neutral,@RandaDoody @marah_74 @manooo_5 إتفرجوا على الفيديو وإقرأوا الكلام المكتوب تحته وقولولى انطباعكم عنه   https://t.co/qWmnYWiwwS
766,negative,الى الكنترول انهاردة اخر يوم حرام على امك بقى عايزين نشوف دعاء السباعي و ليث ابو جودة ارحم امنا العيانة #DoaaElSebaii #LaithAbuJoda
769,positive,حلوة الوحدة أوى والهدؤ http://t.co/1J6PqbVjaf
771,negative,روح يا عبدالسلام وراها اشمعنا دى يعنى  هو الكنترول ده مستكتر علينا ننام يوم مبسوطين #DoaaElSebaii #StaracArabia
775,positive,رغم ان الجمال نسبي .. بس ف جمال يخطف العقل قبل العين ..!!
778,positive,مش هنخسر حاجة اكيد ..
785,negative,هى حاجة محزنة نوعاً ما فعلاً
787,negative,@samarnassar57  الحظ :/
790,negative,"""""""شغل المشجع النظيف بتاع محمد نبي وعيسى نبي وموسى نبي ده ماينفعش، كسم أي فرقة مابشجعهاش بالذات اللي معايا ف نفس المدينة/اللي بتنافسني ع بطولة"""""""""
793,positive,@engmabbas موافقه جدا
794,negative,عايزة اطبطب على نفسي واقولها انتي تعبتي استحملتي كتير معلش
800,positive,@komos_homos ده احلى حاجة ع الصبح انا بحبه ♥
808,neutral,مواقع التواصل الاجتماعي الها سلبيات والها ايجابيات الوعي وحسن الاستحدام هو اللى بيخلينا نستفيد منها ضمن الحدود #3alahwa
809,negative,"""""""آنا مو محتاج من قلبك حنآن  انا قبل احتاجك ،، احتاج احتياجك !"""""""""
810,negative,اه ياا يوونس السوشيل ميديا كلها بقت  لكل حااجه والله  وقصه غريبه انهم ممكن يوافقوا يفضحووا نفسهم  #3alahwa !!!
812,negative,يخربيت **************... ع المسا
820,negative,-هتعمل اية بكرة ال Christmas ؟  -هتفرج علي Home alone ✌
821,negative,@allooimk كسم ريال مدريد ياعم :D
822,negative,محتاجين إعادة تأهيل شاملة لذكرياتنا و نفسيتنا قبل 2015
